id,verse_text,label,sentiment,len_text,processed_text
,,,negative,,envy calumny hatred infliction
,,,negative,,envy slander hate bother
,,,negative,,envy calumny hatred painfulness
,,,negative,,enviousness calumny hate pain in the ass
,,,negative,,envy traducement hate pain sensation
,,,negative,,enviousness denigration hate pain
,,,negative,,enviousness hatchet job hate pain
,,,negative,,envy aspersion hate nuisance
,,,negative,,envy slander hatred pain
,,,negative,,invidia obloquy hate pain
,,,negative,,enviousness defamation hate pain
,,,negative,,envy calumny hatred botheration
,,,negative,,invidia traducement hate pain
,,,negative,,invidia calumny hate nuisance
,,,negative,,envy calumny hatred hurting
,,,negative,,envy aspersion hatred pain
,,,negative,,invidia calumny hatred pain
,,,negative,,envy traducement hate nuisance
,,,negative,,enviousness calumny hatred pain
,,,negative,,envy denigration hate painfulness
,,,negative,,envy calumny hatred nuisance
,,,negative,,envy calumny hatred hurting
,,,negative,,envy calumny hatred pain sensation
,,,negative,,envy calumny hatred painful sensation
,,,negative,,envy denigration hate painful sensation
,,,negative,,enviousness calumny hate pain in the neck
,,,negative,,murmured unknown solemn atmosphere
,,,negative,,murmured unusual solemn air
,,,negative,,murmur strange solemn aviation
,,,negative,,mutter strange solemn air
,,,negative,,croak strange solemn air
,,,negative,,croak strange solemn line
,,,negative,,murmured strange solemn airwave
,,,negative,,murmur strange solemn air
,,,negative,,grumble strange solemn air
,,,negative,,grumble foreign solemn air
,,,negative,,murmur strange solemn melody
,,,negative,,murmur unusual solemn air
,,,negative,,murmured unknown solemn melodic line
,,,negative,,gnarl foreign solemn air
,,,negative,,murmured strange solemn gentle wind
,,,negative,,gnarl strange solemn zephyr
,,,negative,,grumble strange solemn air
,,,negative,,murmured unknown solemn melody
,,,negative,,murmured strange solemn airwave
,,,negative,,mutter foreign solemn air
,,,negative,,grumble strange solemn airwave
,,,negative,,murmur strange solemn melodic phrase
,,,negative,,murmured unknown solemn air
,,,negative,,mutter foreign solemn air
,,,negative,,mutter strange solemn air
,,,negative,,murmured strange solemn aviation
,,,negative,,murmur foreign solemn air
,,,negative,,grumble strange solemn air
,,,negative,,murmured foreign solemn air
,,,negative,,murmured unusual solemn air
,,,negative,,taught regret years known
,,,negative,,taught regret age known
,,,negative,,taught sorrowfulness historic period known
,,,negative,,taught sorrow age sleep together
,,,negative,,taught sorrow years known
,,,negative,,taught sorrow eld screw
,,,negative,,taught sorrow eld bed
,,,negative,,taught sorrow historic period known
,,,negative,,taught grief age know
,,,negative,,taught sorrow age sleep together
,,,negative,,taught sorrow old age know
,,,negative,,taught sorrow old age make love
,,,negative,,taught ruefulness age bang
,,,negative,,taught sorrow age have it off
,,,negative,,taught regret age cognize
,,,negative,,taught sorrow age live
,,,negative,,taught grief years known
,,,negative,,taught ruefulness age known
,,,negative,,taught sorrowfulness age screw
,,,negative,,taught sorrowfulness long time known
,,,negative,,taught sorrow age know
,,,negative,,taught sorrow historic period know
,,,negative,,taught regret years known
,,,negative,,taught sorrow old age know
,,,negative,,taught rue age known
,,,negative,,taught regret age be intimate
,,,negative,,taught sorrow years known
,,,negative,,taught sorrow years get it on
,,,negative,,taught grief age cognize
,,,negative,,taught ruefulness age be intimate
,,,negative,,let sophist give lie centre droop courtier child's play worm
,,,negative,,let sophist give lie spunk sag courtier play dirt ball
,,,negative,,let sophist give lie centre sag courtier gaming worm
,,,negative,,allow sophist give lie heart droop courtier fun worm
,,,negative,,permit sophist render lie heart droop courtier play dirt ball
,,,negative,,let sophist give lie heart sag courtier play worm
,,,negative,,let sophist give lie heart droop courtier play worm
,,,negative,,let sophist give lie warmness sag courtier play insect
,,,negative,,let sophist give lie warmheartedness sag courtier play worm
,,,negative,,permit sophist give lie middle sag courtier play worm
,,,negative,,let sophist give lie pump droop courtier play worm
,,,negative,,let sophist chip in lie heart droop courtier sport worm
,,,negative,,permit sophist give lie heart sag courtier play worm
,,,negative,,let sophist give lie heart droop courtier romp insect
,,,negative,,let sophist give lie affection droop courtier looseness worm
,,,negative,,permit sophist give lie heart droop courtier play louse
,,,negative,,let sophist give lie heart sag courtier play worm
,,,negative,,permit sophist yield lie heart droop courtier play worm
,,,negative,,let sophist contribute lie heart droop courtier play dirt ball
,,,negative,,lease sophist give lie heart droop courtier frolic louse
,,,negative,,let sophist give lie heart droop courtier sport insect
,,,negative,,lease sophist give lie heart droop courtier play worm
,,,negative,,let sophist give lie heart sag courtier play insect
,,,negative,,let sophist leave lie heart droop courtier play worm
,,,negative,,allow sophist open lie heart droop courtier play worm
,,,negative,,let sophist give lie heart sag courtier play worm
,,,negative,,let sophist give lie heart sag courtier play worm
,,,negative,,let sophist hold lie heart droop courtier manoeuvre worm
,,,negative,,let sophist give lie heart droop courtier play insect
,,,negative,,let sophist throw lie heart droop courtier play worm
,,,negative,,fraud priest faulty police
,,,negative,,fraud priest unseasonable law
,,,negative,,fraud priest incorrect law
,,,negative,,fraud priest improper police force
,,,negative,,role player priest faulty law
,,,negative,,fake priest wrong constabulary
,,,negative,,dupery priest incorrect law
,,,negative,,fraud priest amiss law
,,,negative,,fraud priest wrong legal philosophy
,,,negative,,fraud priest improper police force
,,,negative,,pseud priest wrong law
,,,negative,,fraud priest incorrect law
,,,negative,,fraud priest unseasonable law
,,,negative,,faker priest wrong law
,,,negative,,fraud priest improper law
,,,negative,,fraudulence priest wrong law
,,,negative,,fraud priest wrong jurisprudence
,,,negative,,fraud priest wrong natural law
,,,negative,,dupery priest wrong law
,,,negative,,fraud priest awry constabulary
,,,negative,,pretender priest amiss law
,,,negative,,imposter priest wrong law
,,,negative,,fraud priest unseasonable law
,,,negative,,fraud priest wrong police
,,,negative,,fake priest wrong constabulary
,,,negative,,pseud priest incorrect law
,,,negative,,impostor priest wrong constabulary
,,,negative,,faker priest wrong natural law
,,,negative,,fraud priest amiss law
,,,negative,,faker priest amiss law
,,,negative,,obliterate etching
,,,negative,,obliterate engraving
,,,negative,,obliterate engraving
,,,negative,,obliterate etching
,,,negative,,obliterate etching
,,,negative,,obliterate engraving
,,,negative,,obliterate engraving
,,,negative,,obliterate etching
,,,negative,,obliterate engraving
,,,negative,,obliterate engraving
,,,negative,,obliterate etching
,,,negative,,obliterate engraving
,,,negative,,obliterate etching
,,,negative,,obliterate engraving
,,,negative,,obliterate etching
,,,negative,,obliterate engraving
,,,negative,,obliterate etching
,,,negative,,obliterate etching
,,,negative,,obliterate engraving
,,,negative,,obliterate etching
,,,negative,,obliterate etching
,,,negative,,obliterate etching
,,,negative,,obliterate engraving
,,,negative,,obliterate etching
,,,negative,,obliterate etching
,,,negative,,obliterate etching
,,,negative,,obliterate etching
,,,negative,,obliterate etching
,,,negative,,obliterate engraving
,,,negative,,obliterate engraving
,,,negative,,leaf world dark
,,,negative,,leaf world darkness
,,,negative,,leaf world darkness
,,,negative,,leaf cosmos darkness
,,,negative,,leaf world darkness
,,,negative,,leaf macrocosm darkness
,,,negative,,leaf world darkness
,,,negative,,leaf earthly concern darkness
,,,negative,,leaf existence darkness
,,,negative,,leaf world darkness
,,,negative,,leaf creation darkness
,,,negative,,leaf populace darkness
,,,negative,,leaf world shadow
,,,negative,,leaf world darkness
,,,negative,,leaf world darkness
,,,negative,,leaf earthly concern darkness
,,,negative,,leaf world darkness
,,,negative,,leaf world darkness
,,,negative,,leaf world swarthiness
,,,negative,,leaf world darkness
,,,negative,,leaf world darkness
,,,negative,,leaf world darkness
,,,negative,,leaf world darkness
,,,negative,,leaf existence darkness
,,,negative,,leaf world darkness
,,,negative,,leaf earth darkness
,,,negative,,leaf world shadow
,,,negative,,leaf world darkness
,,,negative,,leaf world shadow
,,,negative,,leaf world darkness
,,,negative,,satrap would shiver frown
,,,negative,,satrap would shivered frown
,,,negative,,satrap would shivered frown
,,,negative,,satrap would shivered frown
,,,negative,,satrap would throb frown
,,,negative,,satrap would shivered frown
,,,negative,,satrap would shivered frown
,,,negative,,satrap would shiver frown
,,,negative,,satrap would shiver frown
,,,negative,,satrap would shivered frown
,,,negative,,satrap would shivered frown
,,,negative,,satrap would shiver frown
,,,negative,,satrap would thrill frown
,,,negative,,satrap would shiver frown
,,,negative,,satrap would shivered frown
,,,negative,,satrap would thrill frown
,,,negative,,satrap would shiver frown
,,,negative,,satrap would shivered frown
,,,negative,,satrap would shivered frown
,,,negative,,satrap would shiver frown
,,,negative,,satrap would shivered frown
,,,negative,,satrap would shivered frown
,,,negative,,satrap would shudder frown
,,,negative,,satrap would thrill frown
,,,negative,,satrap would shudder frown
,,,negative,,satrap would shiver frown
,,,negative,,satrap would shiver frown
,,,negative,,satrap would shiver frown
,,,negative,,satrap would shivered frown
,,,negative,,satrap would shudder frown
,,,negative,,harsh featureless rude barrenly perish
,,,negative,,harsh featureless rude barrenly perish
,,,negative,,harsh featureless rude barrenly perish
,,,negative,,rough featureless rude barrenly perish
,,,negative,,harsh featureless rude barrenly perish
,,,negative,,harsh featureless rude barrenly perish
,,,negative,,rough featureless rude barrenly perish
,,,negative,,harsh featureless rude barrenly perish
,,,negative,,abrasive featureless rude barrenly perish
,,,negative,,harsh featureless rude barrenly perish
,,,negative,,harsh featureless rude barrenly perish
,,,negative,,harsh featureless rude barrenly perish
,,,negative,,harsh featureless rude barrenly perish
,,,negative,,harsh featureless rude barrenly perish
,,,negative,,harsh featureless rude barrenly perish
,,,negative,,harsh featureless rude barrenly perish
,,,negative,,harsh featureless rude barrenly perish
,,,negative,,harsh featureless rude barrenly perish
,,,negative,,harsh featureless rude barrenly perish
,,,negative,,harsh featureless rude barrenly perish
,,,negative,,harsh featureless rude barrenly perish
,,,negative,,harsh featureless rude barrenly perish
,,,negative,,harsh featureless rude barrenly perish
,,,negative,,coarse featureless rude barrenly perish
,,,negative,,rough featureless rude barrenly perish
,,,negative,,harsh featureless rude barrenly perish
,,,negative,,harsh featureless rude barrenly perish
,,,negative,,harsh featureless rude barrenly perish
,,,negative,,harsh featureless rude barrenly perish
,,,negative,,harsh featureless rude barrenly perish
,,,negative,,oblivion blankness call
,,,negative,,oblivion blankness claim
,,,negative,,limbo blankness claim
,,,negative,,oblivion blankness claim
,,,negative,,obliviousness blankness claim
,,,negative,,oblivion blankness call
,,,negative,,obliviousness blankness claim
,,,negative,,oblivion blankness title
,,,negative,,oblivion blankness call
,,,negative,,limbo blankness claim
,,,negative,,oblivion blankness claim
,,,negative,,obliviousness blankness claim
,,,negative,,limbo blankness claim
,,,negative,,obliviousness blankness claim
,,,negative,,oblivion blankness call
,,,negative,,obliviousness blankness claim
,,,negative,,limbo blankness claim
,,,negative,,limbo blankness claim
,,,negative,,oblivion blankness claim
,,,negative,,obliviousness blankness claim
,,,negative,,obliviousness blankness claim
,,,negative,,obliviousness blankness claim
,,,negative,,oblivion blankness title
,,,negative,,limbo blankness claim
,,,negative,,oblivion blankness claim
,,,negative,,oblivion blankness call
,,,negative,,oblivion blankness claim
,,,negative,,oblivion blankness claim
,,,negative,,oblivion blankness call
,,,negative,,limbo blankness claim
,,,negative,,tormented quickened line radical
,,,negative,,torture quickened blood solution
,,,negative,,torment quickened blood solution
,,,negative,,tormented recreate blood base
,,,negative,,bedevil quickened lineage root
,,,negative,,tormented quicken ancestry root
,,,negative,,tormented quicken parentage root
,,,negative,,tormented animate rake root
,,,negative,,tormented quicken blood rootage
,,,negative,,torture quickened blood antecedent
,,,negative,,tormented quickened parentage solution
,,,negative,,bedevil quickened parentage root
,,,negative,,torture revivify blood root
,,,negative,,rack recreate blood root
,,,negative,,torture quickened blood ascendent
,,,negative,,rag quickened blood beginning
,,,negative,,torment invigorate blood root
,,,negative,,tormented quickened rakehell rootage
,,,negative,,torment invigorate blood root
,,,negative,,torture quickened stemma root
,,,negative,,tormented quicken blood stem
,,,negative,,torment revivify blood root
,,,negative,,torture quickened rakehell root
,,,negative,,tormented speed up blood stem
,,,negative,,dun speed blood root
,,,negative,,torment animate blood root
,,,negative,,torment quickened blood solution
,,,negative,,dun whet blood root
,,,negative,,tormented revive blood source
,,,negative,,torture quickened rakehell root
,,,negative,,cloudy string up flutter flickering shadow fall
,,,negative,,cloudy cling vacillate flickering shadow fall
,,,negative,,cloudy hanging falter flickering apparition fall
,,,negative,,cloudy attend waver flickering shadow fall
,,,negative,,cloudy pay heed waver flickering shadow fall
,,,negative,,cloudy hanging waver waver shadow fall
,,,negative,,cloudy hanging waver waver phantom fall
,,,negative,,cloudy hanging waver waver darkness fall
,,,negative,,cloudy hanging flutter waver shadow fall
,,,negative,,cloudy hanging waver flutter shadow fall
,,,negative,,cloudy hang waver flickering shadow fall
,,,negative,,cloudy hanging flicker flickering shadow autumn
,,,negative,,cloudy hanging hesitation flitter shadow fall
,,,negative,,cloudy hanging waver flickering tail tumble
,,,negative,,cloudy hanging flutter flickering shadow fall
,,,negative,,cloudy give ear waver flickering tail fall
,,,negative,,cloudy hanging flicker flickering shadow gloam
,,,negative,,cloudy hanging waver flickering shadow free fall
,,,negative,,cloudy hang waver flickering fantasm fall
,,,negative,,cloudy hanging flitter flickering trace fall
,,,negative,,cloudy hanging waffle waver shadow fall
,,,negative,,cloudy hang up waver flickering darkness fall
,,,negative,,cloudy hanging waver waver shadow downfall
,,,negative,,cloudy hanging waver quiver shadow descent
,,,negative,,cloudy hang waver flickering shadow declivity
,,,negative,,cloudy hanging fluctuate flickering shadow fall
,,,negative,,cloudy hanging waver flickering shadow drop
,,,negative,,cloudy attend waver flickering shadow fall
,,,negative,,cloudy hang flutter flickering shadow fall
,,,negative,,cloudy hanging waver flitter tail fall
,,,negative,,leave torn human affection food dwellingplace
,,,negative,,left torn human heart food dwellingplace
,,,negative,,left mangled human heart food dwellingplace
,,,negative,,left mangled human marrow food dwellingplace
,,,negative,,exit torn human heart food dwellingplace
,,,negative,,left torn human heart food dwellingplace
,,,negative,,left torn human nerve food dwellingplace
,,,negative,,left torn human heart and soul food dwellingplace
,,,negative,,left torn human heart food for thought dwellingplace
,,,negative,,left torn human inwardness food dwellingplace
,,,negative,,left torn human heart solid food dwellingplace
,,,negative,,leave torn human heart food dwellingplace
,,,negative,,pull up stakes torn human heart intellectual nourishment dwellingplace
,,,negative,,left torn human spirit food dwellingplace
,,,negative,,left mangled human heart food dwellingplace
,,,negative,,left torn human heart solid food dwellingplace
,,,negative,,left mangled human spunk food dwellingplace
,,,negative,,left lacerate human nitty gritty food dwellingplace
,,,negative,,left lacerate human heart food dwellingplace
,,,negative,,leave torn human heart food dwellingplace
,,,negative,,go forth torn human warmness food dwellingplace
,,,negative,,leave torn human heart food dwellingplace
,,,negative,,left torn human heart food dwellingplace
,,,negative,,leave lacerate human heart food dwellingplace
,,,negative,,left torn human gist solid food dwellingplace
,,,negative,,leave torn human heart nutrient dwellingplace
,,,negative,,leave torn human heart food dwellingplace
,,,negative,,left torn human mettle food for thought dwellingplace
,,,negative,,exit torn human eye food dwellingplace
,,,negative,,leave torn human kernel food dwellingplace
,,,negative,,inexorable end title right
,,,negative,,unrelenting expiry claim right
,,,negative,,unforgiving last claim right
,,,negative,,unforgiving last claim right
,,,negative,,intransigent death call right
,,,negative,,inexorable last claim rightfield
,,,negative,,inexorable last claim rightfulness
,,,negative,,intransigent death title right
,,,negative,,intransigent death claim right wing
,,,negative,,inexorable death title right field
,,,negative,,unappeasable death call right
,,,negative,,inexorable end claim right field
,,,negative,,unrelenting death title right
,,,negative,,adamantine destruction claim right
,,,negative,,unforgiving destruction claim right
,,,negative,,stern death call right
,,,negative,,inexorable death call right field
,,,negative,,inexorable death title rightfield
,,,negative,,inexorable decease title right
,,,negative,,unappeasable last claim right
,,,negative,,inexorable death title rightfield
,,,negative,,relentless death call right
,,,negative,,inexorable destruction title right
,,,negative,,inexorable last title right
,,,negative,,inexorable end claim right wing
,,,negative,,inexorable decease title right
,,,negative,,adamantine death call right
,,,negative,,adamantine demise claim right
,,,negative,,inexorable end call right
,,,negative,,adamantine death title right
,,,negative,,drop behind wrecked come land
,,,negative,,trailing wrack come land
,,,negative,,train wrecked come land
,,,negative,,tag wrack came land
,,,negative,,trailing wreck come land
,,,negative,,trailing wrecked come up nation
,,,negative,,drag wrecked fare land
,,,negative,,trailing wrecked fare estate
,,,negative,,tail wrecked add up land
,,,negative,,trailing wrack descend land
,,,negative,,get behind wrecked came realm
,,,negative,,tag wreck came land
,,,negative,,track wrecked came solid ground
,,,negative,,trailing bust up come land
,,,negative,,tag bust up came land
,,,negative,,trailing bust up came domain
,,,negative,,trailing wrecked come nation
,,,negative,,trailing wrecked do soil
,,,negative,,trailing bust up came nation
,,,negative,,trail wrecked hail land
,,,negative,,trailing wrecked get along realm
,,,negative,,trailing wrack come land
,,,negative,,trailing wreck come land
,,,negative,,drag wrecked came state
,,,negative,,trailing wrecked come solid ground
,,,negative,,trailing bust up came ground
,,,negative,,trailing wrecked come body politic
,,,negative,,get behind wreck came land
,,,negative,,trailing bust up came res publica
,,,negative,,trailing wreck come land
,,,negative,,drained among shouting people
,,,negative,,dead among call out people
,,,negative,,dead among shout mass
,,,negative,,dead among shouting hoi polloi
,,,negative,,drained among shouting multitude
,,,negative,,dead among shouting mass
,,,negative,,stagnant among shouting multitude
,,,negative,,dead among exclaim people
,,,negative,,dead among yell people
,,,negative,,beat among shouting people
,,,negative,,dead among cry out people
,,,negative,,drained among shouting people
,,,negative,,deadened among shouting mass
,,,negative,,dead among shout people
,,,negative,,idle among shouting people
,,,negative,,all in among shouting people
,,,negative,,dead among call people
,,,negative,,all in among shouting people
,,,negative,,idle among shouting people
,,,negative,,bushed among shouting people
,,,negative,,dead among yell people
,,,negative,,dead among shouting hoi polloi
,,,negative,,dead among shouting citizenry
,,,negative,,bushed among shouting multitude
,,,negative,,numb among shouting multitude
,,,negative,,dead among shout people
,,,negative,,dead among cry citizenry
,,,negative,,beat among shouting people
,,,negative,,beat among shouting the great unwashed
,,,negative,,utter among holler people
,,,negative,,slaughtering offspring spoiling state
,,,negative,,slaughtering offspring spoiling state
,,,negative,,butcher offspring spoiling state
,,,negative,,butcher offspring spoiling earth
,,,negative,,slaughtering offspring blow land
,,,negative,,massacre offspring spoiling earth
,,,negative,,slaughtering offspring frustrate commonwealth
,,,negative,,slaughtering offspring cocker domain
,,,negative,,slaughtering offspring queer land
,,,negative,,slaughter offspring itch land
,,,negative,,butcher offspring spoiling land
,,,negative,,slaughtering offspring itch land
,,,negative,,slaughter offspring spoiling land
,,,negative,,slaughter offspring spoiling land
,,,negative,,slaughtering offspring botch up body politic
,,,negative,,slaughtering offspring spoil land
,,,negative,,slaughtering offspring itch land
,,,negative,,butcher offspring pamper land
,,,negative,,massacre offspring rape land
,,,negative,,mow down offspring frustrate land
,,,negative,,slaughter offspring spoiling acres
,,,negative,,slaughtering offspring spoiling commonwealth
,,,negative,,slaughtering offspring spoiling soil
,,,negative,,slaughter offspring cross land
,,,negative,,butcher offspring spoiling dry land
,,,negative,,slaughtering offspring muff land
,,,negative,,slaughtering offspring spoil land
,,,negative,,butcher offspring spoiling land
,,,negative,,slaughter offspring spoiling solid ground
,,,negative,,butcher offspring go bad land
,,,negative,,answer came wispy forlorn
,,,negative,,result came faint forlorn
,,,negative,,answer came weak forlorn
,,,negative,,answer come faint forlorn
,,,negative,,solvent hail faint forlorn
,,,negative,,resolution came faint forlorn
,,,negative,,answer came wispy forlorn
,,,negative,,result came faint forlorn
,,,negative,,answer came vague forlorn
,,,negative,,answer come swooning forlorn
,,,negative,,solution came faint forlorn
,,,negative,,answer come light forlorn
,,,negative,,reply came faint forlorn
,,,negative,,answer number faint forlorn
,,,negative,,answer descend feeble forlorn
,,,negative,,response come faint forlorn
,,,negative,,answer amount faint forlorn
,,,negative,,answer came light headed forlorn
,,,negative,,answer get along faint forlorn
,,,negative,,resolution occur faint forlorn
,,,negative,,solvent came shadowy forlorn
,,,negative,,answer come weak forlorn
,,,negative,,answer came shadowy forlorn
,,,negative,,response came vague forlorn
,,,negative,,reply came faint forlorn
,,,negative,,answer came weak forlorn
,,,negative,,answer issue forth faint forlorn
,,,negative,,answer come faint forlorn
,,,negative,,answer come faint forlorn
,,,negative,,answer come faint forlorn
,,,negative,,arduous dead
,,,negative,,enceinte dead
,,,negative,,heavy bushed
,,,negative,,profound dead
,,,negative,,heavy bushed
,,,negative,,heavy beat
,,,negative,,heavy stagnant
,,,negative,,heavy drained
,,,negative,,heavy utter
,,,negative,,heavy deadened
,,,negative,,arduous dead
,,,negative,,heavy all in
,,,negative,,heavy numb
,,,negative,,large dead
,,,negative,,heavy deadened
,,,negative,,heavy all in
,,,negative,,heavy deadened
,,,negative,,heavy beat
,,,negative,,heavy drained
,,,negative,,heavy numb
,,,negative,,threatening dead
,,,negative,,heavy deadened
,,,negative,,heavy deadened
,,,negative,,heavy idle
,,,negative,,with child dead
,,,negative,,gravid dead
,,,negative,,heavy stagnant
,,,negative,,heavy drained
,,,negative,,big dead
,,,negative,,sound dead
,,,negative,,cleaning woman cramp less weight
,,,negative,,charwoman strangled less exercising weight
,,,negative,,woman strangle less weight
,,,negative,,char gag less weight
,,,negative,,adult female strangled less weightiness
,,,negative,,woman strangled less weighting
,,,negative,,adult female muffle less weight
,,,negative,,woman choke less weight
,,,negative,,cleaning woman hamper less weight
,,,negative,,cleaning woman muffle less weight
,,,negative,,woman strangulate less weight
,,,negative,,woman throttle less weight
,,,negative,,woman strangle less system of weights
,,,negative,,charwoman choke less weight
,,,negative,,woman stifle less weight
,,,negative,,adult female strangled less free weight
,,,negative,,fair sex strangled less exercising weight
,,,negative,,womanhood strangled less weighting
,,,negative,,woman strangled less weightiness
,,,negative,,woman strangle less weight unit
,,,negative,,cleaning woman muffle less weight
,,,negative,,woman strangled less weight unit
,,,negative,,charwoman strangled less weight unit
,,,negative,,woman throttle less weighting
,,,negative,,woman strangle less weightiness
,,,negative,,woman strangled less weightiness
,,,negative,,woman strangled less exercising weight
,,,negative,,char strangled less weight
,,,negative,,woman strangulate less weight unit
,,,negative,,charwoman strangled less weightiness
,,,negative,,howled dark similar sound snake pit
,,,negative,,howled darkness comparable sound hell
,,,negative,,ululate dark like sound pit
,,,negative,,howled dark same speech sound hell
,,,negative,,howl dark alike sound hell
,,,negative,,yawl darkness like sound hell
,,,negative,,yawl dark like sound hellhole
,,,negative,,howled shadow same sound hell
,,,negative,,howled dark like strait pit
,,,negative,,howl shadow like sound hell
,,,negative,,yammer darkness like sound hell
,,,negative,,howled darkness like speech sound hell
,,,negative,,howled dark alike sound hellhole
,,,negative,,ululate darkness like sound hell
,,,negative,,howled dark comparable speech sound hell
,,,negative,,howl dark like speech sound hell
,,,negative,,howled dark same auditory sensation hell
,,,negative,,wrawl dark like sound inferno
,,,negative,,yowl dark like strait hell
,,,negative,,howled iniquity like sound underworld
,,,negative,,yaup dark like auditory sensation hell
,,,negative,,howled dark like strait netherworld
,,,negative,,yowl dark like auditory sensation hell
,,,negative,,howled dark like speech sound infernal region
,,,negative,,howled darkness comparable sound hell
,,,negative,,howled iniquity like speech sound hell
,,,negative,,howl dark similar sound hell
,,,negative,,howled darkness corresponding sound hell
,,,negative,,howled dark comparable sound blaze
,,,negative,,howl dark corresponding sound hell
,,,negative,,troubling life weewee macrocosm
,,,negative,,discommode life piss world
,,,negative,,troubling biography weewee world
,,,negative,,troubling living water worldly concern
,,,negative,,troubling life body of water macrocosm
,,,negative,,troubling life piss human race
,,,negative,,trouble life water populace
,,,negative,,troubling spirit pee world
,,,negative,,troubling life h2o reality
,,,negative,,disorder living water world
,,,negative,,cark life water system world
,,,negative,,troubling life history water worldly concern
,,,negative,,troubling life water supply humankind
,,,negative,,troubling biography body of water world
,,,negative,,troubling life h2o domain
,,,negative,,unhinge life weewee world
,,,negative,,troubling aliveness body of water world
,,,negative,,cark life water supply world
,,,negative,,trouble life piddle world
,,,negative,,troubling life sentence h2o world
,,,negative,,ail life water humankind
,,,negative,,troubling life history water human race
,,,negative,,troubling animation water cosmos
,,,negative,,put out life piss world
,,,negative,,troubling life pee humanity
,,,negative,,bother life history water world
,,,negative,,cark life water creation
,,,negative,,put out living water world
,,,negative,,bother life water supply world
,,,negative,,troubling biography water supply world
,,,negative,,book utters areworship die
,,,negative,,word utters areworship dice
,,,negative,,discussion utters areworship dice
,,,negative,,word utters areworship dice
,,,negative,,word utters areworship die
,,,negative,,word utters areworship dice
,,,negative,,scripture utters areworship die
,,,negative,,word utters areworship dice
,,,negative,,word utters areworship dice
,,,negative,,scripture utters areworship dice
,,,negative,,password utters areworship die
,,,negative,,word utters areworship die
,,,negative,,word utters areworship dice
,,,negative,,word utters areworship dice
,,,negative,,tidings utters areworship die
,,,negative,,son utters areworship die
,,,negative,,news utters areworship die
,,,negative,,word utters areworship dice
,,,negative,,word utters areworship dice
,,,negative,,watchword utters areworship dice
,,,negative,,word utters areworship dice
,,,negative,,intelligence utters areworship die
,,,negative,,tidings utters areworship dice
,,,negative,,word utters areworship dice
,,,negative,,intelligence utters areworship die
,,,negative,,word utters areworship dice
,,,negative,,word utters areworship die
,,,negative,,word utters areworship die
,,,negative,,word utters areworship dice
,,,negative,,watchword utters areworship die
,,,negative,,weird piteous orange red day dawning
,,,negative,,eldritch pitiful scarlet day dawning
,,,negative,,weird pathetic scarlet clarence shepard day jr. fall into place
,,,negative,,eldritch pathetic vermilion day dawning
,,,negative,,weird pathetic scarlet mean solar day penetrate
,,,negative,,weird hapless scarlet day come home
,,,negative,,unearthly pathetic scarlet 24 hour interval dawning
,,,negative,,weird pathetic scarlet daytime dawn
,,,negative,,weird hapless scarlet day get across
,,,negative,,weird pathetic vermilion day get across
,,,negative,,weird hapless scarlet mean solar day dawning
,,,negative,,unearthly pathetic scarlet day dawn
,,,negative,,unearthly pathetic scarlet twenty four hours dawning
,,,negative,,unearthly pathetic orange red day dawning
,,,negative,,eldritch pathetic vermilion day dawning
,,,negative,,weird pathetic vermilion day get across
,,,negative,,weird piteous scarlet daylight dawning
,,,negative,,unearthly pitiable scarlet day dawning
,,,negative,,weird ridiculous scarlet day penetrate
,,,negative,,weird wretched scarlet solar day dawning
,,,negative,,eldritch pathetic scarlet day click
,,,negative,,uncanny pathetic scarlet day dawn
,,,negative,,weird pitiful scarlet day get through
,,,negative,,unearthly pathetic scarlet twenty four hours dawning
,,,negative,,uncanny pathetic scarlet day dawn
,,,negative,,weird ridiculous orange red day dawning
,,,negative,,uncanny pathetic vermilion day dawning
,,,negative,,unearthly pathetic scarlet day dawn
,,,negative,,unearthly pitiable scarlet day dawning
,,,negative,,weird miserable scarlet daylight dawning
,,,negative,,deadripe peerless range in high spirits fer treatin nothun bretherin
,,,negative,,deadripe one range high fer treatin nothun bretherin
,,,negative,,deadripe unrivalled compass high fer treatin nothun bretherin
,,,negative,,deadripe matchless reach high fer treatin nothun bretherin
,,,negative,,deadripe one range eminent fer treatin nothun bretherin
,,,negative,,deadripe ace range high fer treatin nothun bretherin
,,,negative,,deadripe i range of mountains high fer treatin nothun bretherin
,,,negative,,deadripe one range high fer treatin nothun bretherin
,,,negative,,deadripe unmatchable range gamey fer treatin nothun bretherin
,,,negative,,deadripe single range high fer treatin nothun bretherin
,,,negative,,deadripe unmatched range high fer treatin nothun bretherin
,,,negative,,deadripe one range mellow fer treatin nothun bretherin
,,,negative,,deadripe one range high fer treatin nothun bretherin
,,,negative,,deadripe unmatched range high pitched fer treatin nothun bretherin
,,,negative,,deadripe unrivaled range eminent fer treatin nothun bretherin
,,,negative,,deadripe one kitchen stove high fer treatin nothun bretherin
,,,negative,,deadripe unrivalled range eminent fer treatin nothun bretherin
,,,negative,,deadripe one range high fer treatin nothun bretherin
,,,negative,,deadripe one range high fer treatin nothun bretherin
,,,negative,,deadripe one reach gamey fer treatin nothun bretherin
,,,negative,,deadripe unmatched compass high pitched fer treatin nothun bretherin
,,,negative,,deadripe one range high fer treatin nothun bretherin
